Chr_01	100000	0	0
Chr_01	200000	0.001795334	0
Chr_01	300000	0.006420333	0.179533389
Chr_01	400000	0.007442263	0.821566729
Chr_01	500000	0	1.565793038
Chr_01	600000	0.004284498	1.565793038
Chr_01	700000	0.004283719	1.994242829
Chr_01	800000	0	2.4226147
Chr_01	900000	0.008059737	2.4226147
Chr_01	1000000	0.005683793	3.228588427
Chr_01	1100000	0.006165102	3.796967768
Chr_01	1200000	0.004531969	4.413477943
Chr_01	1300000	0.00480068	4.866674816
Chr_01	1400000	0.00303843	5.346742821
Chr_01	1500000	0.005853368	5.650585838
Chr_01	1600000	0	6.235922626
Chr_01	1700000	0.008516497	6.235922626
Chr_01	1900000	0.008516495	7.087572289
Chr_01	2000000	0.011139702	7.939221816
Chr_01	2100000	0.010011369	9.053191978
Chr_01	2200000	0.00201411	10.05432887
Chr_01	2300000	0.004507568	10.25573992
Chr_01	2400000	0.006109629	10.70649668
Chr_01	2500000	0	11.31745962
Chr_01	2600000	0.003661864	11.31745962
Chr_01	2700000	0.003660588	11.68364605
Chr_01	2800000	0.001714933	12.04970485
Chr_01	2900000	0.002437071	12.22119812
Chr_01	3000000	0.009279863	12.46490527
Chr_01	3100000	0	13.39289155
Chr_01	3200000	0.002952108	13.39289155
Chr_01	3300000	0.003639347	13.68810237
Chr_01	3400000	0.011194159	14.05203711
Chr_01	3500000	0.001702551	15.17145301
Chr_01	3600000	0.004018582	15.34170811
Chr_01	3700000	0.002977713	15.74356633
Chr_01	3800000	0.008863909	16.04133761
Chr_01	3900000	0	16.9277285
Chr_01	4000000	0	16.9277285
Chr_01	4100000	0.001682797	16.9277285
Chr_01	4200000	0.007267138	17.09600821
Chr_01	4300000	0.008140151	17.82272201
Chr_01	4400000	0.001390708	18.63673708
Chr_01	4500000	0	18.77580792
Chr_01	4600000	0.005485703	18.77580792
Chr_01	4700000	0	19.32437822
Chr_01	4800000	0.00305449	19.32437822
Chr_01	4900000	0.003022285	19.62982718
Chr_01	5000000	0.00181752	19.93205565
Chr_01	5100000	0.003722462	20.11380768
Chr_01	5200000	0	20.48605386
Chr_01	5300000	0.001425074	20.48605386
Chr_01	5400000	0.007330271	20.6285613
Chr_01	5500000	0	21.36158835
Chr_01	5600000	0	21.36158835
Chr_01	5700000	0.007080827	21.36158835
Chr_01	5800000	0.004486068	22.06967108
Chr_01	6000000	0.004486073	22.51827789
Chr_01	6400000	0.008992701	22.96688521
Chr_01	6500000	0.004335136	23.8661553
Chr_01	6600000	0	24.29966887
Chr_01	6700000	0.002471656	24.29966887
Chr_01	6800000	0	24.5468345
Chr_01	6900000	0.001882592	24.5468345
Chr_01	7000000	0.00407194	24.73509366
Chr_01	7100000	0.001873414	25.14228766
Chr_01	7200000	0	25.32962909
Chr_01	7300000	0	25.32962909
Chr_01	7400000	0.007341664	25.32962909
Chr_01	7500000	0.000623408	26.0637955
Chr_01	7600000	0.002107967	26.12613629
Chr_01	7700000	0	26.33693294
Chr_01	8000000	0.004789418	26.33693294
Chr_01	8100000	0	26.81587472
Chr_01	8200000	0	26.81587472
Chr_01	8300000	0.001466957	26.81587472
Chr_01	8500000	0.001466956	26.96257045
Chr_01	8600000	0.001693689	27.10926604
Chr_01	8700000	0.001229549	27.27863496
Chr_01	8800000	0	27.40158982
Chr_01	8900000	0.000890958	27.40158982
Chr_01	10500000	0.000351324	27.49068562
Chr_01	10800000	0.000810786	27.52581802
Chr_01	11100000	0.000810787	27.60689661
Chr_01	11200000	0	27.68797534
Chr_01	11300000	0	27.68797534
Chr_01	11400000	0.029688194	27.68797534
Chr_01	11500000	0.020717496	30.65679476
Chr_01	11600000	0.009999992	32.72854432
Chr_01	12600000	-2929.205053	33.72854348
Chr_02	100000	0.000958803	0
Chr_02	200000	0.002387304	0.095880321
Chr_02	300000	0.002197412	0.334610697
Chr_02	400000	0.003316415	0.554351878
Chr_02	500000	0.003429991	0.885993339
Chr_02	600000	0.008002063	1.228992406
Chr_02	700000	0.00140137	2.02919871
Chr_02	800000	0.001782852	2.169335689
Chr_02	900000	0.005532492	2.347620872
Chr_02	1000000	0.001736677	2.900870058
Chr_02	1100000	0.004979335	3.074537748
Chr_02	1200000	0.001824828	3.572471222
Chr_02	1300000	0.001849634	3.754953981
Chr_02	1400000	0.005052687	3.939917397
Chr_02	1500000	0.002873479	4.445186102
Chr_02	1600000	0.009088457	4.732534038
Chr_02	1700000	0.009633791	5.641379784
Chr_02	1800000	0.002943862	6.604758854
Chr_02	1900000	0.00772709	6.899145065
Chr_02	2000000	0.008433933	7.671854023
Chr_02	2100000	0	8.51524733
Chr_02	2200000	0	8.51524733
Chr_02	2300000	0.006913202	8.51524733
Chr_02	2400000	0.02152683	9.206567511
Chr_02	2500000	0.003645338	11.35925049
Chr_02	2600000	0.001201654	11.72378425
Chr_02	2700000	0.002937576	11.84394963
Chr_02	2800000	0.006073958	12.13770723
Chr_02	2900000	0.001764742	12.74510305
Chr_02	3000000	0	12.92157721
Chr_02	3100000	0.022313969	12.92157721
Chr_02	3200000	0.006653384	15.15297415
Chr_02	3300000	0.0040423	15.81831256
Chr_02	3400000	0.003390446	16.22254255
Chr_02	3500000	0	16.56158712
Chr_02	3600000	0.002442888	16.56158712
Chr_02	3700000	0	16.80587594
Chr_02	3800000	0.003232074	16.80587594
Chr_02	3900000	0	17.12908332
Chr_02	4100000	0.001655446	17.12908332
Chr_02	4200000	0	17.2946279
Chr_02	4300000	0	17.2946279
Chr_02	4400000	0	17.2946279
Chr_02	4500000	0	17.2946279
Chr_02	4600000	0.002982347	17.2946279
Chr_02	4700000	0.004349861	17.59286265
Chr_02	4900000	0.000171818	18.02784878
Chr_02	5000000	0	18.04503054
Chr_02	5100000	0.002910164	18.04503054
Chr_02	5200000	0.003344589	18.33604695
Chr_02	5300000	8.46579E-05	18.67050587
Chr_02	5400000	0.00144454	18.67897166
Chr_02	5600000	0.00144454	18.82342565
Chr_02	5700000	0.000702887	18.96787966
Chr_02	5800000	0.005665436	19.03816839
Chr_02	5900000	0.000425799	19.60471202
Chr_02	6200000	0.003675137	19.64729191
Chr_02	6400000	0.001994361	20.0148056
Chr_02	6500000	0.001375857	20.21424167
Chr_02	6600000	0.000782983	20.35182733
Chr_02	7200000	0.000782983	20.43012561
Chr_02	7500000	0.000782983	20.50842394
Chr_02	7600000	0	20.58672223
Chr_02	7800000	0	20.58672223
Chr_02	7900000	0.001268018	20.58672223
Chr_02	8000000	0	20.71352402
Chr_02	8500000	0	20.71352402
Chr_02	8800000	0	20.71352402
Chr_02	11200000	0	20.71352402
Chr_02	11700000	0	20.71352402
Chr_02	12200000	0	20.71352402
Chr_02	12400000	0	20.71352402
Chr_02	12600000	0.00063282	20.71352402
Chr_02	12900000	0.00063277	20.77680599
Chr_02	13000000	0	20.84008304
Chr_02	13200000	0.002505273	20.84008304
Chr_02	13300000	0	21.09061031
Chr_02	13400000	0	21.09061031
Chr_02	13500000	0.007175121	21.09061031
Chr_02	14000000	0	21.80812244
Chr_02	14100000	0	21.80812244
Chr_02	14200000	0.002223639	21.80812244
Chr_02	14300000	0	22.03048632
Chr_02	14400000	0	22.03048632
Chr_02	14500000	0	22.03048632
Chr_02	14600000	0	22.03048632
Chr_02	14700000	0	22.03048632
Chr_02	14800000	0.001759804	22.03048632
Chr_02	14900000	0.001986687	22.20646667
Chr_02	15000000	0.0019729	22.40513537
Chr_02	15100000	0.003978436	22.60242539
Chr_02	15200000	0	23.00026896
Chr_02	15300000	0.004164998	23.00026896
Chr_02	15400000	0.006058807	23.41676877
Chr_02	15500000	0.002372981	24.02264944
Chr_02	15600000	0.005647711	24.25994755
Chr_02	15700000	0	24.82471862
Chr_02	15800000	0.003620629	24.82471862
Chr_02	15900000	0	25.1867815
Chr_02	16000000	0	25.1867815
Chr_02	16100000	0.003357292	25.1867815
Chr_02	16200000	0.001806029	25.52251068
Chr_02	16300000	0.003629144	25.70311361
Chr_02	16400000	0	26.06602803
Chr_02	16500000	0.006325833	26.06602803
Chr_02	16600000	0.001870026	26.69861131
Chr_02	16800000	0.001870027	26.88561389
Chr_02	16900000	0.002462004	27.07261657
Chr_02	17000000	0	27.31881693
Chr_02	17100000	0.001115923	27.31881693
Chr_02	17200000	0.005792448	27.43040919
Chr_02	17400000	0.005637038	28.00965403
Chr_02	17500000	0.003622025	28.57335781
Chr_02	17600000	0.001997458	28.9355603
Chr_02	17700000	0.003640249	29.13530605
Chr_02	17800000	0.003581024	29.49933098
Chr_02	17900000	0.004205752	29.85743338
Chr_02	18000000	0.007376882	30.27800857
Chr_02	18100000	0.007940807	31.01569679
Chr_02	18200000	0	31.80977745
Chr_02	18300000	0.003339151	31.80977745
Chr_02	18400000	0.00299532	32.14369257
Chr_02	18500000	0.00306694	32.44322458
